user_id,item_id,event_type,rating,timestamp,scene_id,slot_id,country,age_bucket,content_sensitivity,placement_object
U00253,B0005,view,1,2026-01-29T02:55:00+00:00,S024,SL0009,IN,18-24,low,bottle
U00682,B0060,click,3,2026-01-27T16:09:00+00:00,S001,SL0057,US,13-17,low,bottle
U00685,B0008,add_to_cart,4,2026-01-04T19:12:00+00:00,S007,SL0031,IN,25-34,low,bottle
U00409,B0008,view,1,2026-01-24T00:40:00+00:00,S028,SL0033,US,18-24,low,bottle
U00745,B0060,view,1,2026-01-15T02:21:00+00:00,S013,SL0009,IN,25-34,low,bottle
U00030,B0003,view,1,2026-01-29T13:08:00+00:00,S017,SL0022,IN,18-24,medium,bottle
U00067,B0035,view,1,2026-01-24T18:53:00+00:00,S028,SL0033,IN,35-44,low,bottle
U00426,B0006,view,1,2026-01-14T14:29:00+00:00,S016,SL0058,EU,45+,medium,bottle
U00314,B0065,view,1,2026-01-18T12:31:00+00:00,S021,SL0023,IN,45+,low,bottle
U00399,B0025,view,1,2026-01-16T10:21:00+00:00,S007,SL0026,IN,18-24,low,bottle
U00734,B0035,click,3,2026-01-30T14:50:00+00:00,S008,SL0004,IN,25-34,medium,bottle
U00189,B0024,click,3,2026-01-27T19:51:00+00:00,S028,SL0051,EU,18-24,low,bottle
U00169,B0024,view,1,2026-01-21T10:17:00+00:00,S008,SL0040,US,25-34,medium,bottle
U00133,B0049,view,1,2026-01-24T13:10:00+00:00,S002,SL0057,IN,18-24,medium,bottle
U00789,B0027,view,1,2026-01-21T14:00:00+00:00,S016,SL0054,EU,18-24,medium,bottle
U00699,B0037,view,1,2026-01-10T09:18:00+00:00,S010,SL0020,IN,18-24,medium,bottle
U00022,B0009,view,1,2026-01-03T18:04:00+00:00,S006,SL0011,IN,25-34,medium,bottle
U00479,B0034,view,1,2026-01-22T02:13:00+00:00,S020,SL0018,IN,35-44,medium,bottle
U00559,B0014,click,3,2026-01-16T04:54:00+00:00,S023,SL0042,IN,25-34,low,bottle
U00119,B0044,view,1,2026-01-26T18:30:00+00:00,S008,SL0031,IN,18-24,medium,bottle
U00766,B0068,view,1,2026-01-15T09:31:00+00:00,S007,SL0031,US,25-34,low,bottle
U00083,B0040,view,1,2026-01-05T09:46:00+00:00,S010,SL0050,EU,45+,medium,bottle
U00519,B0022,click,3,2026-01-12T07:35:00+00:00,S015,SL0032,US,35-44,medium,bottle
U00565,B0049,view,1,2026-01-09T15:59:00+00:00,S009,SL0060,IN,25-34,low,bottle
U00228,B0044,view,1,2026-01-24T09:07:00+00:00,S010,SL0053,IN,18-24,medium,bottle
U00512,B0021,click,3,2026-01-26T22:36:00+00:00,S005,SL0054,EU,45+,low,bottle
U00418,B0052,view,1,2026-01-08T15:25:00+00:00,S019,SL0015,EU,25-34,medium,bottle
U00388,B0063,view,1,2026-01-09T23:37:00+00:00,S016,SL0055,AE,45+,medium,bottle
U00796,B0022,click,3,2026-01-04T04:51:00+00:00,S017,SL0055,US,25-34,medium,bottle
U00446,B0044,view,1,2026-01-18T17:09:00+00:00,S030,SL0023,EU,18-24,medium,bottle
U00197,B0048,add_to_cart,4,2026-01-15T15:17:00+00:00,S014,SL0015,IN,25-34,low,bottle
U00649,B0037,click,3,2026-01-17T17:44:00+00:00,S028,SL0002,IN,25-34,low,bottle
U00257,B0027,click,3,2026-01-03T11:34:00+00:00,S007,SL0046,EU,45+,low,bottle
U00061,B0029,click,3,2026-01-05T13:46:00+00:00,S024,SL0040,IN,35-44,low,bottle
U00506,B0066,add_to_cart,4,2026-01-03T04:45:00+00:00,S026,SL0001,EU,45+,low,bottle
U00019,B0008,view,1,2026-01-29T16:35:00+00:00,S009,SL0055,EU,25-34,low,bottle
U00319,B0029,click,3,2026-01-30T10:19:00+00:00,S030,SL0004,US,18-24,medium,bottle
U00575,B0028,click,3,2026-01-12T15:55:00+00:00,S023,SL0027,EU,45+,low,bottle
U00072,B0058,view,1,2026-01-15T20:58:00+00:00,S004,SL0039,IN,13-17,high,bottle
U00546,B0059,view,1,2026-01-06T09:00:00+00:00,S016,SL0037,IN,25-34,medium,bottle
U00178,B0008,click,3,2026-01-05T16:24:00+00:00,S025,SL0043,AE,18-24,low,bottle
U00051,B0057,view,1,2026-01-24T09:56:00+00:00,S030,SL0044,US,18-24,medium,bottle
U00660,B0058,view,1,2026-01-16T23:57:00+00:00,S024,SL0007,IN,18-24,low,bottle
U00272,B0004,view,1,2026-01-21T15:10:00+00:00,S029,SL0018,US,25-34,low,bottle
U00684,B0005,view,1,2026-01-21T18:18:00+00:00,S018,SL0048,IN,18-24,low,bottle
U00160,B0064,view,1,2026-01-17T13:24:00+00:00,S002,SL0017,EU,25-34,medium,bottle
U00714,B0050,view,1,2026-01-12T12:43:00+00:00,S021,SL0058,AE,35-44,low,bottle
U00110,B0006,view,1,2026-01-23T22:57:00+00:00,S025,SL0045,AE,18-24,low,bottle
U00366,B0050,view,1,2026-01-07T18:47:00+00:00,S024,SL0059,IN,35-44,low,bottle
U00084,B0035,view,1,2026-01-07T00:00:00+00:00,S028,SL0003,US,25-34,low,bottle
U00237,B0059,view,1,2026-01-22T20:20:00+00:00,S014,SL0004,IN,18-24,low,bottle
U00395,B0003,view,1,2026-01-03T16:58:00+00:00,S020,SL0055,US,35-44,medium,bottle
U00168,B0061,view,1,2026-01-16T09:52:00+00:00,S016,SL0015,EU,18-24,medium,bottle
U00388,B0027,view,1,2026-01-24T08:51:00+00:00,S020,SL0004,AE,45+,medium,bottle
U00184,B0069,view,1,2026-01-07T00:09:00+00:00,S023,SL0020,US,25-34,low,bottle
U00548,B0004,click,3,2026-01-14T16:08:00+00:00,S006,SL0052,US,18-24,medium,bottle
U00186,B0060,view,1,2026-01-22T02:53:00+00:00,S006,SL0014,IN,45+,medium,bottle
U00456,B0029,click,3,2026-01-13T03:21:00+00:00,S011,SL0056,US,35-44,medium,bottle
U00125,B0052,view,1,2026-01-07T01:42:00+00:00,S027,SL0031,US,18-24,low,bottle
U00704,B0057,view,1,2026-01-06T03:47:00+00:00,S021,SL0058,EU,18-24,low,bottle
U00313,B0063,click,3,2026-01-27T17:15:00+00:00,S018,SL0029,US,25-34,low,bottle
U00599,B0027,view,1,2026-01-01T12:06:00+00:00,S014,SL0048,AE,25-34,low,bottle
U00012,B0023,view,1,2026-01-30T16:53:00+00:00,S005,SL0039,AE,13-17,low,bottle
U00357,B0061,view,1,2026-01-10T08:43:00+00:00,S025,SL0024,EU,13-17,low,bottle
U00786,B0050,add_to_cart,4,2026-01-09T02:24:00+00:00,S015,SL0042,IN,45+,medium,bottle
U00632,B0067,click,3,2026-01-09T09:12:00+00:00,S020,SL0015,EU,25-34,medium,bottle
U00600,B0051,add_to_cart,4,2026-01-23T18:45:00+00:00,S027,SL0003,IN,18-24,low,bottle
U00775,B0037,click,3,2026-01-02T11:29:00+00:00,S018,SL0034,US,13-17,low,bottle
U00253,B0048,purchase,5,2026-01-27T22:33:00+00:00,S024,SL0053,IN,18-24,low,bottle
U00800,B0060,view,1,2026-01-27T12:25:00+00:00,S011,SL0037,EU,18-24,medium,bottle
U00537,B0019,click,3,2026-01-04T17:33:00+00:00,S015,SL0011,IN,18-24,medium,bottle
U00489,B0044,click,3,2026-01-13T11:41:00+00:00,S008,SL0027,IN,25-34,medium,bottle
U00580,B0020,view,1,2026-01-12T01:04:00+00:00,S025,SL0052,US,18-24,low,bottle
U00717,B0025,view,1,2026-01-27T14:09:00+00:00,S017,SL0045,IN,13-17,medium,bottle
U00399,B0064,view,1,2026-01-30T07:28:00+00:00,S020,SL0014,IN,18-24,medium,bottle
U00343,B0004,click,3,2026-01-19T11:40:00+00:00,S010,SL0058,EU,35-44,medium,bottle
U00024,B0066,purchase,5,2026-01-07T18:35:00+00:00,S024,SL0037,EU,25-34,low,bottle
U00680,B0064,click,3,2026-01-01T22:29:00+00:00,S021,SL0053,IN,25-34,low,bottle
U00063,B0053,view,1,2026-01-29T16:06:00+00:00,S023,SL0040,IN,35-44,low,bottle
U00341,B0022,view,1,2026-01-25T09:35:00+00:00,S021,SL0040,US,18-24,low,bottle
U00566,B0003,view,1,2026-01-16T16:46:00+00:00,S010,SL0004,IN,25-34,medium,bottle
U00745,B0035,view,1,2026-01-30T13:31:00+00:00,S025,SL0005,IN,25-34,low,bottle
U00317,B0041,purchase,5,2026-01-18T09:13:00+00:00,S024,SL0033,IN,18-24,low,bottle
U00289,B0015,view,1,2026-01-27T02:27:00+00:00,S022,SL0053,IN,25-34,low,bottle
U00593,B0024,click,3,2026-01-27T01:35:00+00:00,S018,SL0006,US,13-17,low,bottle
U00762,B0036,click,3,2026-01-25T01:05:00+00:00,S006,SL0025,US,25-34,medium,bottle
U00797,B0035,view,1,2026-01-06T09:19:00+00:00,S004,SL0024,US,18-24,high,bottle
U00303,B0004,view,1,2026-01-12T22:23:00+00:00,S019,SL0040,IN,35-44,medium,bottle
U00697,B0053,view,1,2026-01-06T10:25:00+00:00,S001,SL0006,EU,35-44,low,bottle
U00445,B0054,view,1,2026-01-15T05:44:00+00:00,S019,SL0056,US,18-24,medium,bottle
U00473,B0065,view,1,2026-01-12T22:51:00+00:00,S002,SL0032,US,18-24,medium,bottle
U00199,B0053,click,3,2026-01-09T16:01:00+00:00,S017,SL0033,US,45+,medium,bottle
U00434,B0015,view,1,2026-01-22T10:57:00+00:00,S006,SL0035,EU,25-34,medium,bottle
U00217,B0057,view,1,2026-01-02T15:02:00+00:00,S028,SL0013,US,25-34,low,bottle
U00748,B0055,click,3,2026-01-13T10:46:00+00:00,S019,SL0057,IN,35-44,medium,bottle
U00005,B0008,click,3,2026-01-25T20:47:00+00:00,S022,SL0055,US,18-24,low,bottle
U00581,B0053,add_to_cart,4,2026-01-16T06:43:00+00:00,S003,SL0044,IN,18-24,medium,bottle
U00398,B0033,click,3,2026-01-23T10:18:00+00:00,S028,SL0056,US,25-34,low,bottle
U00359,B0065,view,1,2026-01-03T03:01:00+00:00,S027,SL0020,IN,18-24,low,bottle
U00149,B0058,view,1,2026-01-27T09:01:00+00:00,S007,SL0017,IN,35-44,low,bottle
U00540,B0039,click,3,2026-01-27T18:09:00+00:00,S001,SL0044,EU,18-24,low,bottle
U00047,B0063,click,3,2026-01-06T16:04:00+00:00,S019,SL0047,IN,18-24,medium,bottle
U00723,B0003,view,1,2026-01-28T21:46:00+00:00,S009,SL0056,US,45+,low,bottle
U00440,B0021,view,1,2026-01-04T06:27:00+00:00,S030,SL0013,IN,18-24,medium,bottle
U00280,B0069,view,1,2026-01-09T04:35:00+00:00,S026,SL0019,EU,18-24,low,bottle
U00372,B0050,click,3,2026-01-27T12:43:00+00:00,S008,SL0048,US,35-44,medium,bottle
U00489,B0013,view,1,2026-01-29T04:19:00+00:00,S011,SL0038,IN,25-34,medium,bottle
U00783,B0009,view,1,2026-01-02T09:57:00+00:00,S018,SL0011,IN,18-24,low,bottle
U00005,B0057,view,1,2026-01-05T08:15:00+00:00,S006,SL0035,US,18-24,medium,bottle
U00339,B0033,view,1,2026-01-03T02:02:00+00:00,S007,SL0003,US,13-17,low,bottle
U00740,B0069,view,1,2026-01-05T09:33:00+00:00,S019,SL0058,IN,18-24,medium,bottle
U00463,B0016,view,1,2026-01-10T23:55:00+00:00,S014,SL0049,AE,18-24,low,bottle
U00002,B0006,click,3,2026-01-18T09:39:00+00:00,S026,SL0022,IN,18-24,low,bottle
U00511,B0027,view,1,2026-01-09T14:28:00+00:00,S025,SL0008,US,18-24,low,bottle
U00069,B0035,click,3,2026-01-13T18:12:00+00:00,S023,SL0025,US,13-17,low,bottle
U00007,B0061,add_to_cart,4,2026-01-08T10:06:00+00:00,S020,SL0035,EU,25-34,medium,bottle
U00585,B0042,view,1,2026-01-11T15:57:00+00:00,S009,SL0001,AE,45+,low,bottle
U00024,B0020,click,3,2026-01-07T08:04:00+00:00,S013,SL0016,EU,25-34,low,bottle
U00386,B0001,view,1,2026-01-08T20:29:00+00:00,S017,SL0019,AE,35-44,medium,bottle
U00247,B0020,view,1,2026-01-24T01:48:00+00:00,S028,SL0024,IN,18-24,low,bottle
U00220,B0061,view,1,2026-01-13T23:42:00+00:00,S017,SL0005,IN,18-24,medium,bottle
U00148,B0034,view,1,2026-01-04T17:25:00+00:00,S008,SL0005,IN,35-44,medium,bottle
U00302,B0037,view,1,2026-01-29T00:47:00+00:00,S006,SL0050,US,18-24,medium,bottle
U00640,B0009,click,3,2026-01-28T04:24:00+00:00,S003,SL0056,EU,45+,medium,bottle
U00795,B0025,click,3,2026-01-22T18:04:00+00:00,S027,SL0050,US,35-44,low,bottle
U00314,B0005,view,1,2026-01-07T17:31:00+00:00,S019,SL0058,IN,45+,medium,bottle
U00004,B0004,click,3,2026-01-22T09:58:00+00:00,S011,SL0055,IN,25-34,medium,bottle
U00510,B0069,view,1,2026-01-30T09:07:00+00:00,S002,SL0020,US,45+,medium,bottle
U00020,B0019,click,3,2026-01-15T05:06:00+00:00,S019,SL0048,IN,18-24,medium,bottle
U00232,B0055,view,1,2026-01-05T11:17:00+00:00,S012,SL0007,IN,25-34,low,bottle
U00307,B0009,view,1,2026-01-04T10:05:00+00:00,S017,SL0024,IN,13-17,medium,bottle
U00793,B0046,purchase,5,2026-01-06T03:01:00+00:00,S004,SL0022,US,45+,high,bottle
U00515,B0063,click,3,2026-01-12T22:25:00+00:00,S004,SL0060,US,13-17,high,bottle
U00597,B0063,view,1,2026-01-09T21:09:00+00:00,S025,SL0021,EU,25-34,low,bottle
U00643,B0067,view,1,2026-01-28T17:26:00+00:00,S029,SL0038,US,18-24,low,bottle
U00635,B0052,view,1,2026-01-13T10:57:00+00:00,S018,SL0038,US,18-24,low,bottle
U00192,B0010,view,1,2026-01-13T21:54:00+00:00,S010,SL0007,US,35-44,medium,bottle
U00507,B0024,click,3,2026-01-25T05:17:00+00:00,S004,SL0028,US,25-34,high,bottle
U00600,B0049,click,3,2026-01-02T13:00:00+00:00,S009,SL0024,IN,18-24,low,bottle
U00044,B0009,add_to_cart,4,2026-01-30T17:21:00+00:00,S020,SL0016,US,18-24,medium,bottle
U00590,B0057,view,1,2026-01-11T01:19:00+00:00,S019,SL0041,US,13-17,medium,bottle
U00196,B0047,view,1,2026-01-28T09:46:00+00:00,S017,SL0040,US,18-24,medium,bottle
U00031,B0004,view,1,2026-01-16T06:03:00+00:00,S009,SL0018,EU,25-34,low,bottle
U00749,B0027,view,1,2026-01-02T04:46:00+00:00,S023,SL0038,EU,18-24,low,bottle
U00779,B0039,view,1,2026-01-14T07:07:00+00:00,S003,SL0038,EU,45+,medium,bottle
U00317,B0002,view,1,2026-01-28T00:56:00+00:00,S011,SL0006,IN,18-24,medium,bottle
U00555,B0043,view,1,2026-01-09T00:23:00+00:00,S027,SL0016,US,35-44,low,bottle
U00453,B0066,view,1,2026-01-20T04:59:00+00:00,S017,SL0055,EU,13-17,medium,bottle
U00067,B0042,view,1,2026-01-21T17:26:00+00:00,S029,SL0022,IN,35-44,low,bottle
U00325,B0052,view,1,2026-01-12T06:37:00+00:00,S014,SL0015,EU,18-24,low,bottle
U00529,B0018,view,1,2026-01-11T13:06:00+00:00,S007,SL0026,EU,18-24,low,bottle
U00179,B0009,view,1,2026-01-14T06:02:00+00:00,S016,SL0034,EU,25-34,medium,bottle
U00094,B0058,view,1,2026-01-15T18:48:00+00:00,S015,SL0033,IN,13-17,medium,bottle
U00042,B0025,view,1,2026-01-26T20:56:00+00:00,S009,SL0033,EU,35-44,low,bottle
U00479,B0051,view,1,2026-01-08T11:23:00+00:00,S026,SL0005,IN,35-44,low,bottle
U00723,B0010,view,1,2026-01-20T07:12:00+00:00,S027,SL0017,US,45+,low,bottle
U00190,B0052,view,1,2026-01-20T04:41:00+00:00,S005,SL0056,US,35-44,low,bottle
U00097,B0035,view,1,2026-01-25T21:26:00+00:00,S007,SL0059,IN,18-24,low,bottle
U00029,B0069,view,1,2026-01-16T03:23:00+00:00,S001,SL0028,US,35-44,low,bottle
U00679,B0003,view,1,2026-01-20T01:54:00+00:00,S012,SL0040,US,25-34,low,bottle
U00154,B0059,view,1,2026-01-13T21:13:00+00:00,S025,SL0053,IN,18-24,low,bottle
U00230,B0036,view,1,2026-01-13T19:40:00+00:00,S015,SL0042,US,18-24,medium,bottle
U00755,B0013,view,1,2026-01-03T16:54:00+00:00,S002,SL0030,IN,18-24,medium,bottle
U00323,B0064,click,3,2026-01-27T10:26:00+00:00,S024,SL0010,US,35-44,low,bottle
U00142,B0050,view,1,2026-01-13T15:01:00+00:00,S025,SL0008,IN,35-44,low,bottle
U00551,B0036,click,3,2026-01-14T23:15:00+00:00,S019,SL0033,IN,35-44,medium,bottle
U00208,B0070,click,3,2026-01-13T07:10:00+00:00,S008,SL0019,IN,18-24,medium,bottle
U00158,B0015,view,1,2026-01-09T10:05:00+00:00,S030,SL0041,IN,25-34,medium,bottle
U00402,B0060,view,1,2026-01-04T17:32:00+00:00,S030,SL0001,AE,25-34,medium,bottle
U00031,B0002,click,3,2026-01-13T14:54:00+00:00,S012,SL0027,EU,25-34,low,bottle
U00353,B0033,view,1,2026-01-30T23:08:00+00:00,S010,SL0027,IN,13-17,medium,bottle
U00347,B0057,view,1,2026-01-10T05:11:00+00:00,S010,SL0058,AE,35-44,medium,bottle
U00271,B0052,view,1,2026-01-23T10:58:00+00:00,S029,SL0030,US,35-44,low,bottle
U00774,B0061,view,1,2026-01-08T20:21:00+00:00,S024,SL0054,EU,35-44,low,bottle
U00274,B0006,view,1,2026-01-18T11:27:00+00:00,S005,SL0029,IN,45+,low,bottle
U00160,B0009,add_to_cart,4,2026-01-14T03:47:00+00:00,S008,SL0044,EU,25-34,medium,bottle
U00594,B0066,view,1,2026-01-01T17:18:00+00:00,S019,SL0011,IN,13-17,medium,bottle
U00730,B0029,click,3,2026-01-11T04:38:00+00:00,S006,SL0004,IN,18-24,medium,bottle
U00359,B0051,view,1,2026-01-14T12:05:00+00:00,S011,SL0049,IN,18-24,medium,bottle
U00146,B0025,click,3,2026-01-13T15:57:00+00:00,S001,SL0053,US,18-24,low,bottle
U00309,B0064,view,1,2026-01-24T15:06:00+00:00,S004,SL0010,US,45+,high,bottle
U00038,B0002,view,1,2026-01-02T06:09:00+00:00,S026,SL0041,IN,45+,low,bottle
U00728,B0025,purchase,5,2026-01-10T18:55:00+00:00,S028,SL0003,US,25-34,low,bottle
U00413,B0048,view,1,2026-01-30T16:04:00+00:00,S013,SL0036,US,25-34,low,bottle
