user_id,country,age_bucket,language,price_preference,local_brand_affinity,avoid_alcohol
U00311,IN,18-24,hi,premium,0.554,False
U00312,IN,18-24,ta,budget,0.286,False
U00313,US,25-34,en,budget,0.67,True
U00314,IN,45+,en,mid,0.443,False
U00315,IN,45+,te,budget,0.965,False
U00316,US,13-17,en,budget,0.55,True
U00317,IN,18-24,ta,mid,0.058,False
U00318,IN,35-44,ta,budget,0.629,True
U00319,US,18-24,en,budget,0.978,True
U00320,AE,45+,en,mid,0.897,False
U00321,AE,25-34,ar,budget,0.953,False
U00322,IN,13-17,hi,mid,0.326,True
U00323,US,35-44,en,budget,0.751,False
U00324,IN,18-24,hi,premium,0.391,False
U00325,EU,18-24,fr,mid,0.599,False
U00326,IN,25-34,te,premium,0.27,True
U00327,EU,25-34,de,mid,0.408,False
U00328,IN,25-34,hi,budget,0.401,False
U00329,IN,25-34,en,mid,0.748,True
U00330,US,45+,en,budget,0.726,True
U00331,EU,45+,es,mid,0.611,True
U00332,US,25-34,en,mid,0.253,False
U00333,IN,13-17,en,budget,0.481,True
U00334,EU,35-44,en,premium,0.386,False
U00335,US,45+,en,budget,0.741,False
U00336,IN,18-24,te,mid,0.809,False
U00337,US,25-34,en,mid,0.782,True
U00338,EU,18-24,fr,budget,0.384,False
U00339,US,13-17,en,mid,0.0,True
U00340,AE,25-34,ar,mid,0.161,False
U00341,US,18-24,en,budget,0.863,False
U00342,AE,35-44,ar,mid,0.462,False
U00343,EU,35-44,en,budget,0.385,False
U00344,IN,35-44,hi,mid,0.911,False
U00345,EU,18-24,de,budget,0.828,False
U00346,EU,18-24,es,premium,0.555,False
U00347,AE,35-44,ar,premium,0.485,False
U00348,US,35-44,en,budget,0.521,False
U00349,IN,25-34,hi,budget,0.6,True
U00350,US,45+,en,mid,0.902,False
U00351,IN,18-24,te,mid,0.643,False
U00352,US,35-44,en,budget,0.71,False
U00353,IN,13-17,ta,budget,0.807,True
U00354,IN,18-24,hi,budget,0.293,False
U00355,IN,25-34,ta,premium,0.716,False
U00356,IN,13-17,ta,mid,0.485,True
U00357,EU,13-17,fr,premium,0.0,True
U00358,EU,13-17,en,mid,0.082,True
U00359,IN,18-24,ta,premium,0.326,False
U00360,IN,35-44,en,budget,0.667,False
U00361,AE,13-17,en,budget,0.575,True
U00362,US,25-34,en,premium,0.591,False
U00363,US,35-44,en,premium,0.979,True
U00364,US,18-24,en,budget,0.271,False
U00365,IN,18-24,en,budget,0.544,False
U00366,IN,35-44,te,mid,0.617,False
U00367,EU,35-44,fr,budget,0.388,False
U00368,IN,25-34,te,budget,0.556,False
U00369,US,35-44,en,premium,0.198,False
U00370,EU,13-17,es,budget,0.86,False
U00371,EU,18-24,es,mid,0.4,False
U00372,US,35-44,en,budget,0.997,False
U00373,IN,18-24,ta,budget,0.543,False
U00374,US,35-44,en,mid,0.776,False
U00375,US,25-34,en,budget,0.538,False
U00376,US,35-44,en,mid,0.543,False
U00377,AE,25-34,en,budget,0.422,False
U00378,IN,18-24,hi,premium,0.576,False
U00379,IN,18-24,en,mid,0.62,False
U00380,EU,18-24,es,premium,0.377,False
U00381,IN,35-44,te,budget,0.522,False
U00382,AE,13-17,en,budget,0.416,True
U00383,EU,13-17,de,budget,1.0,True
U00384,IN,18-24,te,mid,0.53,False
U00385,IN,18-24,hi,budget,0.89,True
U00386,AE,35-44,en,budget,0.507,False
U00387,EU,18-24,en,budget,0.607,True
U00388,AE,45+,en,budget,0.259,False
U00389,US,18-24,en,budget,0.452,False
U00390,EU,25-34,fr,budget,0.596,False
U00391,IN,18-24,ta,budget,0.899,False
U00392,US,18-24,en,mid,0.599,False
U00393,IN,35-44,ta,budget,0.854,False
U00394,IN,45+,ta,budget,0.691,False
U00395,US,35-44,en,mid,0.908,False
U00396,IN,18-24,en,mid,0.537,False
U00397,EU,18-24,es,budget,1.0,False
U00398,US,25-34,en,mid,0.443,True
U00399,IN,18-24,hi,premium,0.381,True
U00400,IN,35-44,hi,mid,0.284,False
U00401,US,25-34,en,premium,1.0,False
U00402,AE,25-34,ar,mid,0.73,True
U00403,EU,35-44,es,budget,0.476,False
U00404,US,25-34,en,budget,0.825,True
U00405,AE,13-17,en,mid,0.701,True
U00406,EU,13-17,fr,premium,0.983,True
U00407,US,25-34,en,mid,0.209,False
U00408,EU,25-34,de,budget,0.492,False
U00409,US,18-24,en,mid,0.448,False
U00410,AE,18-24,ar,budget,0.116,False
U00411,IN,35-44,hi,mid,0.783,True
U00412,IN,35-44,te,mid,0.491,False
U00413,US,25-34,en,mid,0.713,False
U00414,EU,18-24,es,premium,1.0,False
U00415,US,18-24,en,mid,0.472,False
U00416,US,25-34,en,mid,0.457,True
U00417,US,18-24,en,mid,0.576,False
U00418,EU,25-34,en,mid,0.767,False
U00419,US,25-34,en,premium,0.425,False
U00420,AE,13-17,ar,budget,0.411,False
U00421,IN,13-17,te,mid,0.783,True
U00422,US,18-24,en,budget,0.633,False
U00423,US,45+,en,premium,0.1,False
U00424,US,25-34,en,mid,0.28,True
U00425,IN,18-24,ta,budget,0.88,False
U00426,EU,45+,fr,budget,0.638,True
U00427,US,25-34,en,budget,0.382,False
U00428,EU,25-34,en,mid,0.513,False
U00429,US,45+,en,budget,0.553,False
U00430,EU,13-17,de,budget,0.712,True
U00431,AE,18-24,ar,premium,0.251,False
U00432,EU,25-34,fr,mid,0.365,False
U00433,IN,18-24,ta,budget,0.61,False
U00434,EU,25-34,es,budget,0.528,False
U00435,US,18-24,en,premium,0.676,False
U00436,US,13-17,en,mid,0.28,True
U00437,US,18-24,en,mid,0.629,False
U00438,IN,18-24,en,budget,0.79,False
U00439,EU,18-24,es,budget,0.657,False
U00440,IN,18-24,en,budget,0.581,False
U00441,EU,35-44,fr,mid,0.529,False
U00442,US,18-24,en,budget,0.366,False
U00443,EU,18-24,en,budget,0.534,False
U00444,US,13-17,en,mid,0.827,True
U00445,US,18-24,en,premium,0.524,False
U00446,EU,18-24,fr,mid,0.354,False
U00447,AE,25-34,ar,mid,0.442,False
U00448,IN,18-24,hi,mid,0.594,False
U00449,US,45+,en,budget,0.468,False
U00450,IN,45+,te,budget,0.657,False
U00451,US,13-17,en,mid,0.665,True
U00452,EU,13-17,en,budget,0.746,True
U00453,EU,13-17,de,mid,0.863,True
U00454,US,25-34,en,premium,0.769,True
U00455,US,18-24,en,premium,0.344,False
U00456,US,35-44,en,budget,0.351,False
U00457,AE,35-44,en,budget,0.533,False
U00458,IN,35-44,te,budget,0.451,False
U00459,EU,25-34,es,budget,0.3,True
U00460,IN,45+,te,budget,0.453,False
U00461,IN,13-17,en,budget,0.446,True
U00462,US,18-24,en,mid,0.402,False
U00463,AE,18-24,en,mid,0.481,False
U00464,US,45+,en,premium,0.809,False
U00465,IN,25-34,en,budget,0.594,True
U00466,IN,35-44,hi,budget,1.0,True
U00467,IN,18-24,en,budget,0.588,False
U00468,AE,45+,ar,budget,0.486,False
U00469,US,25-34,en,budget,0.551,False
U00470,IN,25-34,hi,premium,0.606,True
U00471,IN,45+,en,budget,0.646,False
U00472,IN,18-24,en,budget,1.0,False
U00473,US,18-24,en,mid,0.364,True
U00474,US,25-34,en,mid,0.739,False
U00475,US,18-24,en,mid,0.596,False
U00476,US,18-24,en,budget,0.204,False
U00477,IN,18-24,ta,mid,0.72,False
U00478,IN,13-17,ta,budget,0.829,False
U00479,IN,35-44,ta,budget,0.361,False
U00480,IN,25-34,en,mid,0.548,True
U00481,IN,18-24,hi,premium,0.17,False
U00482,US,18-24,en,budget,0.273,False
U00483,IN,18-24,ta,mid,0.781,False
U00484,US,25-34,en,budget,0.447,True
U00485,US,45+,en,budget,0.306,False
U00486,IN,45+,te,budget,0.6,False
U00487,IN,18-24,en,mid,0.435,True
U00488,US,18-24,en,budget,0.446,False
U00489,IN,25-34,en,mid,0.713,False
U00490,IN,25-34,hi,budget,0.294,False
U00491,EU,25-34,es,premium,0.351,True
U00492,IN,25-34,en,mid,0.584,False
U00493,IN,25-34,ta,budget,0.763,True
U00494,US,18-24,en,budget,0.822,False
U00495,EU,18-24,de,budget,0.404,True
U00496,IN,18-24,ta,premium,0.756,False
U00497,IN,13-17,ta,budget,0.377,True
U00498,IN,18-24,hi,mid,0.952,False
U00499,IN,35-44,ta,budget,0.301,False
U00500,IN,18-24,en,mid,0.842,True
U00501,EU,18-24,fr,mid,0.406,False
U00502,EU,25-34,en,mid,0.993,True
U00503,AE,35-44,en,premium,0.68,True
U00504,IN,18-24,en,budget,0.326,False
U00505,IN,35-44,en,mid,0.435,False
U00506,EU,45+,en,budget,0.722,True
U00507,US,25-34,en,mid,0.782,False
U00508,EU,25-34,fr,premium,0.534,False
U00509,IN,13-17,en,mid,0.56,True
U00510,US,45+,en,mid,0.717,False
U00511,US,18-24,en,budget,0.579,True
U00512,EU,45+,en,budget,0.265,False
U00513,US,25-34,en,budget,0.371,False
U00514,US,13-17,en,mid,0.602,False
U00515,US,13-17,en,mid,0.817,False
U00516,US,25-34,en,budget,0.906,False
U00517,US,25-34,en,budget,0.721,False
U00518,EU,13-17,es,budget,0.613,True
U00519,US,35-44,en,budget,0.715,False
U00520,EU,35-44,en,budget,0.403,False
U00521,EU,25-34,en,premium,0.516,True
U00522,IN,25-34,en,mid,0.369,True
U00523,US,13-17,en,budget,0.275,True
U00524,IN,35-44,en,mid,0.623,False
U00525,US,18-24,en,mid,0.591,False
U00526,IN,35-44,te,budget,0.701,False
U00527,AE,18-24,ar,budget,0.67,False
U00528,AE,25-34,ar,budget,0.603,False
U00529,EU,18-24,de,budget,0.672,False
U00530,US,18-24,en,mid,0.541,False
U00531,IN,35-44,en,premium,0.641,False
U00532,EU,25-34,es,budget,0.39,False
U00533,IN,25-34,en,mid,0.631,True
U00534,IN,45+,te,budget,0.697,True
U00535,US,45+,en,mid,0.403,False
U00536,US,35-44,en,mid,0.561,False
U00537,IN,18-24,hi,budget,0.413,True
U00538,US,25-34,en,budget,0.434,False
U00539,US,35-44,en,mid,0.303,True
U00540,EU,18-24,es,premium,0.828,False
U00541,AE,13-17,en,budget,0.784,True
U00542,IN,35-44,te,budget,0.668,False
U00543,EU,25-34,fr,budget,0.984,False
U00544,AE,25-34,ar,mid,0.508,True
U00545,US,45+,en,mid,1.0,False
U00546,IN,25-34,ta,mid,0.5,False
U00547,IN,18-24,te,mid,0.606,False
U00548,US,18-24,en,premium,0.462,False
U00549,EU,18-24,fr,mid,0.632,False
U00550,IN,13-17,hi,budget,0.734,True
U00551,IN,35-44,te,mid,0.525,False
U00552,US,35-44,en,budget,0.941,False
U00553,US,18-24,en,budget,0.603,False
U00554,AE,18-24,en,premium,0.61,False
U00555,US,35-44,en,mid,0.35,False
U00556,US,13-17,en,premium,0.642,True
U00557,US,25-34,en,budget,0.521,False
U00558,IN,25-34,en,mid,0.416,False
U00559,IN,25-34,hi,mid,0.379,False
U00560,IN,18-24,en,budget,1.0,True
U00561,US,25-34,en,budget,0.492,False
U00562,US,18-24,en,mid,0.229,False
U00563,EU,25-34,en,budget,0.396,False
U00564,IN,13-17,hi,premium,0.539,True
U00565,IN,25-34,ta,budget,0.67,False
U00566,IN,25-34,ta,budget,0.672,False
U00567,EU,18-24,fr,mid,0.699,False
U00568,US,18-24,en,budget,0.408,True
U00569,IN,18-24,hi,premium,0.625,False
U00570,IN,18-24,en,mid,0.357,False
U00571,US,13-17,en,budget,0.414,True
U00572,EU,45+,es,mid,0.348,False
U00573,IN,18-24,en,mid,0.289,False
U00574,EU,35-44,es,mid,0.784,False
U00575,EU,45+,es,mid,0.701,False
U00576,IN,13-17,te,mid,0.765,False
U00577,AE,25-34,en,mid,0.559,False
U00578,IN,35-44,ta,budget,0.721,False
U00579,EU,25-34,de,mid,0.163,False
U00580,US,18-24,en,premium,0.74,False
U00581,IN,18-24,te,mid,0.589,False
U00582,IN,13-17,ta,mid,0.688,True
U00583,US,25-34,en,budget,0.634,False
U00584,IN,45+,ta,mid,0.333,False
U00585,AE,45+,en,premium,0.22,False
U00586,IN,13-17,ta,budget,0.393,False
U00587,US,25-34,en,budget,0.674,False
U00588,US,18-24,en,mid,0.702,True
U00589,US,45+,en,mid,0.249,False
U00590,US,13-17,en,mid,0.334,True
U00591,AE,45+,ar,budget,0.391,False
U00592,IN,35-44,en,budget,0.471,False
U00593,US,13-17,en,mid,0.25,True
U00594,IN,13-17,hi,mid,0.237,False
U00595,US,35-44,en,mid,0.369,False
U00596,US,18-24,en,mid,0.569,False
U00597,EU,25-34,es,mid,0.29,False
U00598,IN,45+,en,mid,0.525,False
U00599,AE,25-34,en,mid,0.783,True
U00600,IN,18-24,te,mid,0.264,True
U00601,IN,18-24,te,mid,0.505,False
U00602,EU,13-17,es,budget,0.775,True
U00603,AE,45+,en,budget,0.458,False
U00604,EU,18-24,fr,mid,0.424,True
U00605,AE,18-24,ar,premium,0.806,False
U00606,EU,18-24,de,mid,0.483,False
U00607,EU,45+,en,budget,0.793,False
U00608,US,13-17,en,mid,0.644,True
U00609,EU,35-44,fr,budget,0.475,False
U00610,IN,25-34,hi,mid,0.656,False
U00611,IN,35-44,te,mid,0.62,False
U00612,IN,45+,hi,mid,0.775,False
U00613,AE,35-44,ar,mid,0.429,False
U00614,AE,45+,en,budget,0.559,True
U00615,US,18-24,en,budget,0.536,True
U00616,EU,35-44,de,premium,0.705,True
U00617,EU,25-34,en,mid,0.324,False
U00618,US,25-34,en,mid,0.774,False
U00619,US,45+,en,budget,0.653,False
U00620,US,45+,en,budget,0.26,False
U00621,EU,25-34,de,budget,0.816,False
U00622,IN,25-34,ta,budget,1.0,False
U00623,AE,25-34,en,budget,0.77,False
U00624,IN,18-24,hi,premium,0.864,False
U00625,AE,18-24,ar,mid,0.569,False
U00626,IN,18-24,te,budget,0.184,False
U00627,EU,13-17,de,budget,0.144,True
U00628,US,13-17,en,budget,0.606,True
U00629,IN,35-44,te,mid,0.42,False
U00630,EU,18-24,de,budget,0.349,False
U00631,AE,45+,ar,mid,0.536,True
U00632,EU,25-34,en,mid,0.685,False
U00633,US,13-17,en,budget,0.23,True
U00634,IN,18-24,ta,mid,0.451,False
U00635,US,18-24,en,premium,0.882,False
U00636,US,45+,en,budget,0.313,False
U00637,IN,18-24,hi,budget,0.741,False
U00638,EU,25-34,en,premium,0.443,False
U00639,EU,45+,fr,premium,0.67,False
