user_id,item_id,scene_id,slot_id,shown,allowed_by_rules,outcome,timestamp,country,age_bucket,content_sensitivity
U00599,B0060,S020,SL0041,1,1,add_to_cart,2026-01-09T22:25:00+00:00,AE,25-34,medium
U00412,B0049,S009,SL0020,1,1,no_action,2026-01-21T17:08:00+00:00,IN,35-44,low
U00695,B0050,S020,SL0038,1,1,no_action,2026-01-27T16:36:00+00:00,AE,18-24,medium
U00710,B0006,S025,SL0023,1,1,view,2026-01-05T06:56:00+00:00,IN,35-44,low
U00270,B0023,S030,SL0021,1,0,no_action,2026-01-20T08:41:00+00:00,US,18-24,medium
U00655,B0025,S016,SL0024,1,1,no_action,2026-01-21T22:26:00+00:00,EU,18-24,medium
U00196,B0003,S002,SL0003,1,1,view,2026-01-16T22:03:00+00:00,US,18-24,medium
U00192,B0061,S027,SL0012,1,1,click,2026-01-09T06:03:00+00:00,US,35-44,low
U00782,B0001,S014,SL0037,1,1,view,2026-01-03T19:33:00+00:00,AE,18-24,low
U00011,B0059,S020,SL0021,1,1,view,2026-01-02T05:12:00+00:00,IN,13-17,medium
U00283,B0060,S027,SL0059,1,1,view,2026-01-07T16:45:00+00:00,US,45+,low
U00504,B0011,S008,SL0053,1,0,no_action,2026-01-03T13:23:00+00:00,IN,18-24,medium
U00331,B0004,S001,SL0045,1,1,view,2026-01-25T04:58:00+00:00,EU,45+,low
U00676,B0055,S029,SL0044,1,1,view,2026-01-08T06:03:00+00:00,IN,25-34,low
U00202,B0024,S005,SL0048,1,1,click,2026-01-03T00:05:00+00:00,AE,25-34,low
U00443,B0058,S013,SL0003,1,0,no_action,2026-01-30T11:15:00+00:00,EU,18-24,low
U00101,B0048,S024,SL0013,1,1,view,2026-01-05T08:35:00+00:00,AE,25-34,low
U00169,B0010,S023,SL0049,1,0,no_action,2026-01-17T13:55:00+00:00,US,25-34,low
U00139,B0039,S005,SL0056,1,1,view,2026-01-24T06:14:00+00:00,EU,45+,low
U00594,B0009,S008,SL0025,1,1,no_action,2026-01-30T22:55:00+00:00,IN,13-17,medium
U00163,B0061,S021,SL0033,1,1,view,2026-01-25T22:41:00+00:00,US,18-24,low
U00536,B0031,S013,SL0044,1,0,no_action,2026-01-13T09:56:00+00:00,US,35-44,low
U00277,B0017,S016,SL0027,1,1,no_action,2026-01-09T07:36:00+00:00,US,25-34,medium
U00453,B0033,S023,SL0024,1,1,view,2026-01-03T22:22:00+00:00,EU,13-17,low
U00700,B0059,S026,SL0060,1,0,no_action,2026-01-05T12:36:00+00:00,US,25-34,low
U00691,B0005,S021,SL0047,1,0,no_action,2026-01-18T07:48:00+00:00,US,13-17,low
U00009,B0031,S006,SL0056,1,0,no_action,2026-01-22T18:14:00+00:00,US,25-34,medium
U00628,B0051,S029,SL0040,1,0,no_action,2026-01-21T18:58:00+00:00,US,13-17,low
U00765,B0065,S017,SL0006,1,1,no_action,2026-01-12T17:18:00+00:00,AE,35-44,medium
U00535,B0014,S024,SL0041,1,0,no_action,2026-01-08T12:48:00+00:00,US,45+,low
U00150,B0047,S019,SL0023,1,1,no_action,2026-01-11T23:31:00+00:00,US,18-24,medium
U00532,B0013,S010,SL0053,1,0,no_action,2026-01-30T08:32:00+00:00,EU,25-34,medium
U00509,B0051,S020,SL0056,1,1,view,2026-01-25T20:12:00+00:00,IN,13-17,medium
U00530,B0070,S026,SL0050,1,0,no_action,2026-01-13T20:19:00+00:00,US,18-24,low
U00344,B0006,S025,SL0033,1,1,view,2026-01-27T23:43:00+00:00,IN,35-44,low
U00421,B0005,S028,SL0030,1,1,no_action,2026-01-19T09:04:00+00:00,IN,13-17,low
U00522,B0069,S002,SL0019,1,1,no_action,2026-01-11T12:14:00+00:00,IN,25-34,medium
U00372,B0068,S029,SL0040,1,1,click,2026-01-04T12:16:00+00:00,US,35-44,low
U00619,B0030,S010,SL0038,1,0,no_action,2026-01-07T15:01:00+00:00,US,45+,medium
U00568,B0056,S028,SL0023,1,0,no_action,2026-01-11T07:09:00+00:00,US,18-24,low
U00243,B0002,S016,SL0058,1,1,no_action,2026-01-31T11:41:00+00:00,US,25-34,medium
U00489,B0029,S021,SL0040,1,1,no_action,2026-01-21T19:53:00+00:00,IN,25-34,low
U00606,B0004,S024,SL0017,1,1,no_action,2026-01-22T13:29:00+00:00,EU,18-24,low
U00392,B0055,S024,SL0016,1,0,no_action,2026-01-26T09:29:00+00:00,US,18-24,low
U00573,B0014,S010,SL0009,1,1,no_action,2026-01-15T21:11:00+00:00,IN,18-24,medium
U00102,B0035,S020,SL0035,1,1,no_action,2026-01-22T10:03:00+00:00,IN,18-24,medium
U00309,B0030,S017,SL0026,1,0,no_action,2026-01-22T20:14:00+00:00,US,45+,medium
U00562,B0019,S010,SL0049,1,0,no_action,2026-01-23T14:39:00+00:00,US,18-24,medium
U00717,B0064,S002,SL0006,1,1,no_action,2026-01-04T02:30:00+00:00,IN,13-17,medium
U00517,B0042,S025,SL0031,1,1,no_action,2026-01-06T08:40:00+00:00,US,25-34,low
U00531,B0060,S013,SL0006,1,1,view,2026-01-10T02:32:00+00:00,IN,35-44,low
U00274,B0070,S007,SL0041,1,1,no_action,2026-01-04T23:20:00+00:00,IN,45+,low
U00561,B0003,S011,SL0034,1,1,no_action,2026-01-17T08:28:00+00:00,US,25-34,medium
U00286,B0034,S013,SL0018,1,1,no_action,2026-01-07T02:38:00+00:00,IN,35-44,low
U00042,B0006,S030,SL0060,1,1,view,2026-01-11T21:06:00+00:00,EU,35-44,medium
U00198,B0053,S011,SL0050,1,1,no_action,2026-01-19T05:22:00+00:00,EU,13-17,medium
U00489,B0048,S004,SL0012,1,1,view,2026-01-16T08:40:00+00:00,IN,25-34,high
U00770,B0013,S006,SL0029,1,1,no_action,2026-01-13T07:45:00+00:00,IN,25-34,medium
U00397,B0068,S028,SL0042,1,0,no_action,2026-01-09T12:33:00+00:00,EU,18-24,low
U00689,B0021,S024,SL0024,1,1,click,2026-01-06T04:58:00+00:00,EU,45+,low
U00623,B0023,S001,SL0028,1,1,view,2026-01-21T22:54:00+00:00,AE,25-34,low
U00449,B0038,S015,SL0002,1,0,no_action,2026-01-29T04:01:00+00:00,US,45+,medium
U00644,B0010,S009,SL0030,1,0,no_action,2026-01-30T09:54:00+00:00,US,13-17,low
U00322,B0001,S016,SL0006,1,0,no_action,2026-01-07T11:08:00+00:00,IN,13-17,medium
U00355,B0058,S019,SL0051,1,1,no_action,2026-01-21T15:45:00+00:00,IN,25-34,medium
U00590,B0050,S016,SL0008,1,1,view,2026-01-26T00:09:00+00:00,US,13-17,medium
U00512,B0026,S015,SL0004,1,1,no_action,2026-01-29T07:14:00+00:00,EU,45+,medium
U00423,B0003,S021,SL0030,1,1,no_action,2026-01-12T05:23:00+00:00,US,45+,low
U00347,B0011,S022,SL0025,1,0,no_action,2026-01-04T12:29:00+00:00,AE,35-44,low
U00781,B0067,S006,SL0005,1,1,click,2026-01-10T18:25:00+00:00,US,45+,medium
U00053,B0026,S021,SL0035,1,1,no_action,2026-01-18T08:27:00+00:00,EU,35-44,low
U00045,B0047,S016,SL0038,1,0,hide_ad,2026-01-02T16:05:00+00:00,EU,13-17,medium
U00384,B0038,S013,SL0036,1,0,no_action,2026-01-10T20:20:00+00:00,IN,18-24,low
U00028,B0019,S008,SL0010,1,0,no_action,2026-01-11T06:32:00+00:00,US,18-24,medium
U00273,B0006,S017,SL0002,1,1,no_action,2026-01-18T01:55:00+00:00,US,18-24,medium
U00455,B0068,S030,SL0038,1,1,view,2026-01-19T12:02:00+00:00,US,18-24,medium
U00325,B0039,S014,SL0058,1,1,view,2026-01-04T23:31:00+00:00,EU,18-24,low
U00163,B0066,S002,SL0031,1,1,no_action,2026-01-25T22:41:00+00:00,US,18-24,medium
U00228,B0043,S008,SL0045,1,0,no_action,2026-01-31T09:40:00+00:00,IN,18-24,medium
U00484,B0040,S028,SL0018,1,0,hide_ad,2026-01-18T08:07:00+00:00,US,25-34,low
U00762,B0065,S025,SL0005,1,1,view,2026-01-22T05:06:00+00:00,US,25-34,low
U00626,B0070,S002,SL0028,1,1,view,2026-01-28T19:04:00+00:00,IN,18-24,medium
U00438,B0020,S025,SL0004,1,1,no_action,2026-01-13T04:18:00+00:00,IN,18-24,low
U00111,B0013,S004,SL0028,1,1,no_action,2026-01-03T19:39:00+00:00,IN,35-44,high
U00195,B0018,S010,SL0020,1,0,no_action,2026-01-06T13:14:00+00:00,US,45+,medium
U00353,B0052,S028,SL0008,1,0,hide_ad,2026-01-26T18:29:00+00:00,IN,13-17,low
U00198,B0043,S020,SL0056,1,0,no_action,2026-01-12T14:12:00+00:00,EU,13-17,medium
U00551,B0065,S020,SL0028,1,1,view,2026-01-27T16:13:00+00:00,IN,35-44,medium
U00293,B0061,S007,SL0039,1,1,no_action,2026-01-19T04:12:00+00:00,AE,18-24,low
U00668,B0015,S010,SL0039,1,1,no_action,2026-01-01T12:09:00+00:00,AE,18-24,medium
U00216,B0049,S003,SL0054,1,0,no_action,2026-01-29T08:46:00+00:00,EU,18-24,medium
U00398,B0043,S018,SL0042,1,1,view,2026-01-03T06:47:00+00:00,US,25-34,low
U00572,B0057,S015,SL0017,1,1,no_action,2026-01-03T18:03:00+00:00,EU,45+,medium
U00165,B0040,S005,SL0054,1,0,no_action,2026-01-18T18:51:00+00:00,IN,45+,low
U00610,B0056,S009,SL0050,1,0,no_action,2026-01-11T07:44:00+00:00,IN,25-34,low
U00469,B0056,S002,SL0044,1,0,hide_ad,2026-01-19T06:14:00+00:00,US,25-34,medium
U00519,B0026,S002,SL0010,1,0,no_action,2026-01-20T01:22:00+00:00,US,35-44,medium
U00364,B0002,S002,SL0033,1,1,no_action,2026-01-28T10:13:00+00:00,US,18-24,medium
U00749,B0037,S010,SL0059,1,1,view,2026-01-02T11:38:00+00:00,EU,18-24,medium
U00618,B0053,S009,SL0018,1,1,view,2026-01-06T10:21:00+00:00,US,25-34,low
U00154,B0020,S006,SL0054,1,1,view,2026-01-03T11:22:00+00:00,IN,18-24,medium
U00445,B0056,S006,SL0028,1,0,no_action,2026-01-14T19:12:00+00:00,US,18-24,medium
U00723,B0031,S029,SL0032,1,0,no_action,2026-01-14T20:52:00+00:00,US,45+,low
U00224,B0028,S013,SL0059,1,0,hide_ad,2026-01-29T16:02:00+00:00,AE,25-34,low
U00430,B0055,S016,SL0018,1,0,no_action,2026-01-02T19:46:00+00:00,EU,13-17,medium
U00604,B0009,S027,SL0057,1,1,view,2026-01-10T04:47:00+00:00,EU,18-24,low
U00219,B0021,S030,SL0049,1,1,view,2026-01-25T12:54:00+00:00,AE,13-17,medium
U00415,B0019,S012,SL0045,1,0,no_action,2026-01-16T00:47:00+00:00,US,18-24,low
U00443,B0060,S024,SL0003,1,1,no_action,2026-01-19T02:23:00+00:00,EU,18-24,low
U00143,B0048,S012,SL0002,1,1,no_action,2026-01-29T00:37:00+00:00,AE,18-24,low
U00143,B0034,S009,SL0020,1,0,no_action,2026-01-27T05:48:00+00:00,AE,18-24,low
U00451,B0009,S004,SL0004,1,1,no_action,2026-01-22T20:36:00+00:00,US,13-17,high
U00144,B0046,S011,SL0021,1,0,no_action,2026-01-17T23:49:00+00:00,IN,18-24,medium
U00759,B0038,S030,SL0059,1,0,no_action,2026-01-10T03:56:00+00:00,US,25-34,medium
U00420,B0019,S006,SL0048,1,0,no_action,2026-01-01T13:05:00+00:00,AE,13-17,medium
U00565,B0029,S005,SL0049,1,1,no_action,2026-01-23T06:10:00+00:00,IN,25-34,low
U00318,B0019,S008,SL0036,1,1,view,2026-01-24T16:10:00+00:00,IN,35-44,medium
U00240,B0044,S011,SL0030,1,1,no_action,2026-01-19T05:50:00+00:00,US,18-24,medium
U00390,B0042,S012,SL0024,1,1,no_action,2026-01-26T20:28:00+00:00,EU,25-34,low
U00569,B0043,S029,SL0025,1,0,no_action,2026-01-26T03:49:00+00:00,IN,18-24,low
U00319,B0044,S028,SL0025,1,1,add_to_cart,2026-01-06T17:54:00+00:00,US,18-24,low
U00227,B0018,S014,SL0011,1,0,no_action,2026-01-28T06:15:00+00:00,US,45+,low
U00116,B0031,S027,SL0003,1,1,add_to_cart,2026-01-08T10:48:00+00:00,EU,45+,low
U00435,B0067,S011,SL0032,1,1,no_action,2026-01-29T09:05:00+00:00,US,18-24,medium
U00544,B0005,S012,SL0032,1,0,no_action,2026-01-24T14:41:00+00:00,AE,25-34,low
U00422,B0028,S022,SL0040,1,1,no_action,2026-01-01T21:07:00+00:00,US,18-24,low
U00204,B0024,S027,SL0012,1,1,view,2026-01-25T04:54:00+00:00,US,18-24,low
U00198,B0055,S001,SL0008,1,0,no_action,2026-01-14T23:53:00+00:00,EU,13-17,low
U00302,B0049,S018,SL0058,1,0,no_action,2026-01-17T03:49:00+00:00,US,18-24,low
U00279,B0068,S010,SL0029,1,0,no_action,2026-01-15T18:14:00+00:00,EU,25-34,medium
U00164,B0042,S012,SL0017,1,1,view,2026-01-20T08:42:00+00:00,US,18-24,low
U00754,B0063,S018,SL0022,1,1,no_action,2026-01-31T10:24:00+00:00,IN,18-24,low
U00264,B0022,S016,SL0004,1,1,no_action,2026-01-23T12:53:00+00:00,US,25-34,medium
U00201,B0044,S030,SL0054,1,1,view,2026-01-28T06:31:00+00:00,EU,13-17,medium
U00486,B0022,S014,SL0049,1,0,no_action,2026-01-08T09:15:00+00:00,IN,45+,low
U00641,B0048,S030,SL0043,1,1,no_action,2026-01-14T10:52:00+00:00,EU,18-24,medium
U00372,B0041,S021,SL0048,1,0,no_action,2026-01-08T10:23:00+00:00,US,35-44,low
U00534,B0029,S019,SL0055,1,1,view,2026-01-11T12:25:00+00:00,IN,45+,medium
U00077,B0035,S017,SL0039,1,1,view,2026-01-16T07:39:00+00:00,US,18-24,medium
U00427,B0027,S011,SL0022,1,1,no_action,2026-01-24T11:24:00+00:00,US,25-34,medium
U00054,B0007,S018,SL0006,1,0,no_action,2026-01-21T21:59:00+00:00,IN,45+,low
U00111,B0054,S017,SL0010,1,0,no_action,2026-01-16T20:19:00+00:00,IN,35-44,medium
U00474,B0048,S004,SL0027,1,1,view,2026-01-29T19:08:00+00:00,US,25-34,high
U00164,B0061,S029,SL0050,1,1,no_action,2026-01-02T11:58:00+00:00,US,18-24,low
U00030,B0021,S027,SL0021,1,1,no_action,2026-01-04T17:16:00+00:00,IN,18-24,low
U00144,B0069,S021,SL0026,1,1,no_action,2026-01-22T08:41:00+00:00,IN,18-24,low
U00619,B0031,S021,SL0057,1,0,no_action,2026-01-30T01:50:00+00:00,US,45+,low
U00470,B0042,S005,SL0035,1,1,no_action,2026-01-03T09:28:00+00:00,IN,25-34,low
U00306,B0033,S018,SL0054,1,1,click,2026-01-31T02:04:00+00:00,IN,35-44,low
U00779,B0055,S030,SL0044,1,0,no_action,2026-01-06T05:26:00+00:00,EU,45+,medium
U00309,B0023,S004,SL0032,1,0,no_action,2026-01-19T07:44:00+00:00,US,45+,high
U00702,B0046,S028,SL0038,1,1,no_action,2026-01-13T01:06:00+00:00,US,45+,low
U00276,B0023,S011,SL0044,1,0,no_action,2026-01-23T12:53:00+00:00,IN,18-24,medium
U00021,B0054,S007,SL0049,1,0,no_action,2026-01-31T09:13:00+00:00,EU,13-17,low
U00089,B0034,S028,SL0043,1,0,no_action,2026-01-20T23:35:00+00:00,US,18-24,low
U00219,B0057,S020,SL0011,1,1,no_action,2026-01-20T11:41:00+00:00,AE,13-17,medium
U00150,B0021,S025,SL0015,1,1,click,2026-01-15T10:53:00+00:00,US,18-24,low
U00126,B0024,S027,SL0006,1,1,no_action,2026-01-04T14:23:00+00:00,IN,18-24,low
U00307,B0011,S001,SL0018,1,0,no_action,2026-01-23T02:07:00+00:00,IN,13-17,low
U00781,B0023,S007,SL0021,1,0,no_action,2026-01-11T08:14:00+00:00,US,45+,low
U00161,B0013,S008,SL0008,1,0,no_action,2026-01-01T13:46:00+00:00,US,25-34,medium
U00189,B0002,S028,SL0032,1,1,no_action,2026-01-02T00:41:00+00:00,EU,18-24,low
U00797,B0044,S016,SL0057,1,1,no_action,2026-01-16T01:18:00+00:00,US,18-24,medium
U00162,B0031,S006,SL0046,1,0,no_action,2026-01-30T10:39:00+00:00,AE,18-24,medium
U00665,B0038,S021,SL0052,1,0,no_action,2026-01-23T21:48:00+00:00,US,25-34,low
U00497,B0040,S011,SL0048,1,0,no_action,2026-01-04T19:55:00+00:00,IN,13-17,medium
U00743,B0037,S018,SL0052,1,1,view,2026-01-20T02:57:00+00:00,EU,18-24,low
U00445,B0050,S029,SL0035,1,1,click,2026-01-14T06:17:00+00:00,US,18-24,low
U00475,B0014,S009,SL0029,1,0,no_action,2026-01-08T02:30:00+00:00,US,18-24,low
U00181,B0014,S029,SL0047,1,0,no_action,2026-01-29T14:33:00+00:00,EU,45+,low
U00460,B0036,S023,SL0036,1,1,purchase,2026-01-17T20:37:00+00:00,IN,45+,low
U00537,B0010,S001,SL0035,1,0,hide_ad,2026-01-06T09:43:00+00:00,IN,18-24,low
U00790,B0069,S012,SL0051,1,1,click,2026-01-04T00:55:00+00:00,IN,18-24,low
U00078,B0051,S026,SL0015,1,1,click,2026-01-01T13:10:00+00:00,IN,18-24,low
U00126,B0063,S026,SL0005,1,1,view,2026-01-27T04:53:00+00:00,IN,18-24,low
U00016,B0004,S021,SL0045,1,1,no_action,2026-01-27T06:20:00+00:00,US,45+,low
U00633,B0034,S021,SL0043,1,0,no_action,2026-01-16T02:12:00+00:00,US,13-17,low
U00066,B0068,S027,SL0036,1,0,no_action,2026-01-04T13:17:00+00:00,IN,45+,low
U00733,B0006,S005,SL0010,1,1,no_action,2026-01-06T04:20:00+00:00,US,25-34,low
U00292,B0061,S014,SL0035,1,1,click,2026-01-04T05:52:00+00:00,US,25-34,low
U00231,B0065,S011,SL0030,1,1,no_action,2026-01-12T20:03:00+00:00,US,25-34,medium
U00781,B0017,S030,SL0049,1,1,click,2026-01-27T14:15:00+00:00,US,45+,medium
U00577,B0041,S024,SL0015,1,0,no_action,2026-01-05T09:24:00+00:00,AE,25-34,low
U00438,B0033,S023,SL0003,1,1,no_action,2026-01-06T11:31:00+00:00,IN,18-24,low
U00712,B0010,S003,SL0041,1,0,hide_ad,2026-01-24T13:56:00+00:00,IN,18-24,medium
U00604,B0012,S023,SL0014,1,1,no_action,2026-01-05T09:18:00+00:00,EU,18-24,low
U00510,B0055,S026,SL0022,1,0,no_action,2026-01-26T01:16:00+00:00,US,45+,low
U00258,B0002,S013,SL0042,1,1,view,2026-01-28T16:32:00+00:00,US,18-24,low
U00789,B0013,S026,SL0022,1,0,no_action,2026-01-30T01:20:00+00:00,EU,18-24,low
U00576,B0028,S012,SL0014,1,0,hide_ad,2026-01-14T21:23:00+00:00,IN,13-17,low
U00757,B0028,S020,SL0002,1,0,hide_ad,2026-01-07T12:57:00+00:00,US,45+,medium
U00773,B0006,S007,SL0012,1,1,no_action,2026-01-14T09:32:00+00:00,IN,25-34,low
U00440,B0027,S016,SL0001,1,1,view,2026-01-24T10:55:00+00:00,IN,18-24,medium
U00287,B0068,S002,SL0058,1,1,view,2026-01-08T21:11:00+00:00,US,35-44,medium
U00758,B0028,S004,SL0019,1,0,hide_ad,2026-01-16T22:41:00+00:00,AE,25-34,high
U00800,B0067,S028,SL0056,1,1,no_action,2026-01-23T18:43:00+00:00,EU,18-24,low
U00098,B0041,S022,SL0023,1,0,no_action,2026-01-11T12:18:00+00:00,US,18-24,low
U00511,B0049,S018,SL0029,1,0,no_action,2026-01-13T21:28:00+00:00,US,18-24,low
U00482,B0041,S013,SL0008,1,0,no_action,2026-01-16T13:18:00+00:00,US,18-24,low
U00599,B0040,S017,SL0007,1,0,no_action,2026-01-25T17:13:00+00:00,AE,25-34,medium
U00781,B0004,S022,SL0015,1,1,view,2026-01-03T01:46:00+00:00,US,45+,low
U00202,B0032,S011,SL0048,1,1,add_to_cart,2026-01-05T11:25:00+00:00,AE,25-34,medium
U00781,B0048,S010,SL0058,1,1,no_action,2026-01-03T17:48:00+00:00,US,45+,medium
U00515,B0048,S023,SL0048,1,1,no_action,2026-01-11T06:48:00+00:00,US,13-17,low
U00067,B0066,S017,SL0018,1,1,add_to_cart,2026-01-07T03:56:00+00:00,IN,35-44,medium
U00409,B0009,S013,SL0022,1,1,no_action,2026-01-24T20:46:00+00:00,US,18-24,low
U00107,B0040,S014,SL0015,1,0,no_action,2026-01-07T07:27:00+00:00,IN,25-34,low
U00766,B0069,S025,SL0046,1,1,view,2026-01-20T14:53:00+00:00,US,25-34,low
U00611,B0046,S016,SL0051,1,0,no_action,2026-01-28T15:28:00+00:00,IN,35-44,medium
U00724,B0019,S003,SL0006,1,0,no_action,2026-01-24T03:31:00+00:00,AE,35-44,medium
U00483,B0044,S025,SL0009,1,1,view,2026-01-25T13:14:00+00:00,IN,18-24,low
U00318,B0031,S008,SL0028,1,0,no_action,2026-01-22T16:18:00+00:00,IN,35-44,medium
U00343,B0042,S003,SL0056,1,1,no_action,2026-01-25T01:40:00+00:00,EU,35-44,medium
U00758,B0004,S009,SL0003,1,1,view,2026-01-25T01:07:00+00:00,AE,25-34,low
U00122,B0070,S004,SL0016,1,1,view,2026-01-04T14:24:00+00:00,IN,35-44,high
U00708,B0036,S001,SL0053,1,1,no_action,2026-01-10T15:35:00+00:00,EU,25-34,low
U00338,B0003,S021,SL0029,1,1,view,2026-01-09T10:14:00+00:00,EU,18-24,low
U00473,B0052,S020,SL0021,1,0,no_action,2026-01-06T19:29:00+00:00,US,18-24,medium
U00534,B0021,S010,SL0050,1,1,purchase,2026-01-30T05:36:00+00:00,IN,45+,medium
U00066,B0047,S022,SL0011,1,0,hide_ad,2026-01-25T08:33:00+00:00,IN,45+,low
U00119,B0053,S002,SL0011,1,1,view,2026-01-06T15:35:00+00:00,IN,18-24,medium
U00129,B0004,S013,SL0009,1,1,no_action,2026-01-04T21:10:00+00:00,US,25-34,low
U00623,B0046,S018,SL0051,1,0,no_action,2026-01-12T15:09:00+00:00,AE,25-34,low
U00062,B0051,S024,SL0007,1,1,view,2026-01-29T01:10:00+00:00,IN,35-44,low
U00489,B0066,S009,SL0039,1,1,no_action,2026-01-16T19:35:00+00:00,IN,25-34,low
U00087,B0010,S029,SL0007,1,1,view,2026-01-05T22:41:00+00:00,EU,18-24,low
U00615,B0020,S012,SL0043,1,1,view,2026-01-04T07:38:00+00:00,US,18-24,low
U00782,B0057,S023,SL0029,1,1,no_action,2026-01-11T07:23:00+00:00,AE,18-24,low
U00332,B0033,S006,SL0016,1,1,no_action,2026-01-30T17:23:00+00:00,US,25-34,medium
U00170,B0068,S021,SL0011,1,0,no_action,2026-01-02T02:09:00+00:00,AE,18-24,low
U00356,B0063,S017,SL0041,1,1,no_action,2026-01-06T05:20:00+00:00,IN,13-17,medium
U00553,B0027,S014,SL0046,1,1,no_action,2026-01-25T23:27:00+00:00,US,18-24,low
U00582,B0009,S008,SL0035,1,1,no_action,2026-01-07T02:18:00+00:00,IN,13-17,medium
U00510,B0050,S017,SL0031,1,1,no_action,2026-01-27T06:17:00+00:00,US,45+,medium
U00466,B0026,S013,SL0031,1,0,no_action,2026-01-07T21:05:00+00:00,IN,35-44,low
U00505,B0064,S009,SL0053,1,1,no_action,2026-01-22T00:41:00+00:00,IN,35-44,low
U00174,B0053,S016,SL0023,1,1,view,2026-01-27T23:58:00+00:00,AE,45+,medium
U00166,B0033,S008,SL0050,1,1,no_action,2026-01-04T16:22:00+00:00,IN,25-34,medium
U00745,B0049,S020,SL0007,1,1,no_action,2026-01-12T00:27:00+00:00,IN,25-34,medium
U00464,B0055,S001,SL0045,1,0,no_action,2026-01-09T21:03:00+00:00,US,45+,low
U00689,B0042,S008,SL0058,1,1,no_action,2026-01-24T01:03:00+00:00,EU,45+,medium
U00501,B0032,S015,SL0011,1,0,hide_ad,2026-01-12T07:25:00+00:00,EU,18-24,medium
U00365,B0061,S004,SL0013,1,1,view,2026-01-11T00:09:00+00:00,IN,18-24,high
U00457,B0067,S007,SL0028,1,1,view,2026-01-16T17:40:00+00:00,AE,35-44,low
U00554,B0061,S013,SL0037,1,1,purchase,2026-01-28T06:45:00+00:00,AE,18-24,low
U00149,B0011,S015,SL0056,1,0,no_action,2026-01-18T03:32:00+00:00,IN,35-44,medium
U00370,B0017,S011,SL0030,1,0,no_action,2026-01-19T09:29:00+00:00,EU,13-17,medium
U00579,B0001,S025,SL0046,1,0,no_action,2026-01-16T08:37:00+00:00,EU,25-34,low
